ID,Tweet,Tweet_Padre,Violencia,Homofobia,Xenofobia,Incensurable,ID_Tweet_Padre
123,"una orientacion anti natural todas las especies solo necesitan 2... Hombre y Mujer, Hembra y Macho... o que funcion cumple en la Naturaleza esa su orientacion?","La homosexualidad era tenida como una depravación, luego como un fallo de la naturaleza y, hasta hace poco, como un trastorno psicológico. Aunque la ciencia demostró que es una simple orientación, que existía desde siempre en la humanidad, hay gente que aún piensa como antes.",0,1,0,0,X
124,"Son seres inferiores, no aportan nada...","La homosexualidad era tenida como una depravación, luego como un fallo de la naturaleza y, hasta hace poco, como un trastorno psicológico. Aunque la ciencia demostró que es una simple orientación, que existía desde siempre en la humanidad, hay gente que aún piensa como antes.",0,1,0,0,X
125,"I    La   homosexualidad  no  es  causa de orgullo, sino de enfermedad, muerte y destrucción:   La  comunidad LGBTQ solo representan el ~1.6% de  la  población, sin embargo:  – 22% de los casos de gonorrea. – 75% de los casos de sífilis. – Más de 2/3 tercios diagnósticos de VIH. I    #PRIDEMONTH #PRIDEMONTH  | &  #REPUGNANTE #REPUGNANTE  En Estados Unidos, los hombres homosexuales representan:  – 22% de los casos de gonorrea. –  75% de los casos de sífilis primaria y secundaria. – Más de 2/3 tercios de los nuevos diagnósticos de VIH.  Sin embargo, sólo representan ~1.6% de la",SinTweetPadre,0,1,0,0,
126,"Porque  es  bien sabido que  la   homosexualidad  (en hombres)  es  una enfermedad mental que tal Ese gay terminó recién con su novio y ya anda saliendo con otro gay, como le hacen oye ",SinTweetPadre,0,1,0,0,
127,ser  gay  debería ser considerado una  enfermedad  porque wtf cómo te vam a gustar los hombres,SinTweetPadre,0,1,0,0,
128,no aguanto un día mas con esta  enfermedad  d ser  gay,SinTweetPadre,0,1,0,0,
129,"Literalmente la OMS consideró ser  gay  una  enfermedad  mental hasta 1990, cuando Franco llevaba ya 15 años criando malvas. #EnDirecto #EnDirecto  | Sánchez: ""Podían torturarte y encerrarte sin pruebas. La gente tenía que amoldarse a la moral católica y a principios franquistas. Las relaciones sexuales fuera del matrimonio o la homosexualidad, castigada. El divorcio, prohibido. Algunos quieren que olvidemos esto""",SinTweetPadre,0,0,0,1,
130,En el Día Internacional contra la  Homofobia  y la Transfobia te contamos que en Metro todos son bienvenidos. Respetémonos y apoyemos la diversidad en nuestros viajes para construir un Chile mejor.  #Respetémonos,SinTweetPadre,0,0,0,1,
131,Pinten un tren con los colores del arcoíris   XDDDDD,En el Día Internacional contra la Homofobia y la Transfobia te contamos que en Metro todos son bienvenidos. Respetémonos y apoyemos la diversidad en nuestros viajes para construir un Chile mejor.  #Respetémonos,0,0,0,1,X
132,"No me parece... lamentable como tambien se estan dejando guiar por el lobby LGBT, en pos de ""parecer"" modernos terminan cayendo en en esta ""adoctrinación"" que se hace a nuestra sociedad y lo peor a nuestras futuras generaciones.",En el Día Internacional contra la Homofobia y la Transfobia te contamos que en Metro todos son bienvenidos. Respetémonos y apoyemos la diversidad en nuestros viajes para construir un Chile mejor.  #Respetémonos,0,0,0,1,X
133,"Estaba leyendo los comentarios y metro responde a todo con un slds al final del mensaje NXJDJDKDND  Me dió risa, eso bye",En el Día Internacional contra la Homofobia y la Transfobia te contamos que en Metro todos son bienvenidos. Respetémonos y apoyemos la diversidad en nuestros viajes para construir un Chile mejor.  #Respetémonos,0,0,0,1,X
134,"Hola Oscar, no hay baños públicos porque los tiempos no son tan extensos y porque implica una inversión de costos altísimos. Por ahora trabajamos en otras mejoras para la red. Slds!",En el Día Internacional contra la Homofobia y la Transfobia te contamos que en Metro todos son bienvenidos. Respetémonos y apoyemos la diversidad en nuestros viajes para construir un Chile mejor.  #Respetémonos,0,0,0,1,X
135,"@GermanGarmendia  siempre buscan la manera de discriminar y como tú dices, ser gay no tiene nada de malo, no deberian de criticarlos.","Que tienen algunas personas con pensar que todos son gay? XD Ya paremos con la Homofobia, todos somos iguales y fin.",0,0,0,1,X
136,"La legalización del  matrimonio   homosexual  NO lo hace obligatorio, solamente lo hace posible. Si usted es heterosexual, tranquilo: su derecho al  matrimonio  sigue igual... pero ahora el derecho también existe para personas homosexuales.  #MatrimonioIgualitario",SinTweetPadre,0,0,0,1,
137,Ellos son Mario y Rubén. Han estado juntos por 25 años y fueron los primeros padres gays de un miembro del ejército de Uruguay.    #PRIDE2020,SinTweetPadre,0,0,0,1,
138,No es: “ matrimonio   homosexual ” sino:  matrimonio . No se crea un  matrimonio  especial para homosexuales sino que se suprime una discriminación.,SinTweetPadre,0,0,0,1,
139,"MI VIDA MEDIOCRE HOY ES UN POCO MENOS. GRACIAS ORSI GOMEZ, SI AL  MATRIMONIO   HOMOSEXUAL",SinTweetPadre,0,0,0,1,
140,"José “Pepe” Mujica falleció este martes a los 89 años, un líder latinoamericano que durante su presidencia despenalizó el aborto y permitió el  matrimonio   homosexual .  #PepeMujica        RTVE",SinTweetPadre,0,0,0,1,
141,Imagina  ser  peruano   Tremenda mala suerte,SinTweetPadre,0,0,1,0,
142,"LEY DE VASECTOMÍA OBLIGATORIA PARA LOS  PACOS Hace 4 años ganó la ultra en Chile, la ultra izquierda. Ningún medio la tildó de ""extrema"", pero lo eran: radicales, ideologizados y canceladores, sumado a sin experiencia. Si pasa Kast o Kaiser, no pasa la ""ultra"", la ""súper antidemocrática"", porque esos ya nos gobiernan.",SinTweetPadre,1,0,0,0,
143,"Palo en la cabeza, saca de chucha y reportar a los  pacos",SinTweetPadre,1,0,0,0,
144,Saquenle   la   xuxa  nuevamente  a ese aweonao,SinTweetPadre,1,0,0,0,
145,SAQUENLE   LA   XUXA  A MATEUCHI QUE ME CAE MAL EL RECULIAOOOO  #tierrabrava,SinTweetPadre,1,0,0,0,
146,"Hermano enserio me tienen chata los mismo wnes en estación central, siempre veo a dos wnes robando ahora habían como 7 ctm y son unos pendejos wn no deben tener más de 16 años, cómo nadie les va a hacer algo ? Siempre los veo donde mismo,  sáquenle   la   xuxa  wn",SinTweetPadre,1,0,0,0,
147,Agarren al cuico y  sáquenle   la  ctm por maricon  Me anoto    #contigoenlamañana,SinTweetPadre,1,0,0,0,
148,Deberían  pitearse  a todos los flaites qls que andan tirando fuegos artificiales,SinTweetPadre,1,0,0,0,
149,hay que  pitearse  chile hermanos míos,SinTweetPadre,1,0,0,0,
150,"Debieron  pitearse  a todas esas mierdas, así les va a ir a los próximos orcos de la miserable zurdería qué salgan en jauría a pedalear.",SinTweetPadre,1,0,0,0,
151,"Ay pobrecito el angelito. Asi mismo deberían  pitearse  a todos los cumas de mierda que no respetan la ley. No saben ni de educación vial, andan todos apatotados atacanso en contra de un solo funcionario. Quienes son los cobardes? Bien merecido se lo tenía",SinTweetPadre,1,0,0,0,
152,Hay que  pitearse  a ese culiao del dino,SinTweetPadre,1,0,0,0,
153,Políticos  Basuras  y Oportunistas que hay que  Eliminar,SinTweetPadre,1,0,0,0,
154,Para  eliminar   basuras ¿Y por qué un funcionario municipal tiene armamento?,SinTweetPadre,1,0,0,0,
155,"VAMOS BUKAYO, TODA MI FE EN VOS PARA  ELIMINAR  A LAS  BASURAS  ESTAS",SinTweetPadre,1,0,0,0,
156,"Publiqué un auto a la venta y acabo de recibir el llamado de un  veneco  tratando de robar mi wsp (piden el código jajaj). ¡Jódanse venecos qls, son una raza podrida!   ¡FUERA!",SinTweetPadre,0,0,1,0,
157,ser  veneco  es como una maldición,SinTweetPadre,0,0,1,0,
158,"Dross festejar una muerte dice que tipo de basura sub humana sos,  veneco  de mierda",SinTweetPadre,1,0,1,0,
159,"Ya les quemaron el domicilio mire en otra nota, ojalá y también vayan al botellón el padre e hijo que golpearon al pobre chavo se nota que no sabía defenderse o no quería problemas.","ALERTA  ALERTA    Joven vendedor de fruta se debate entre la vida y la muerte a consecuencia de haber sido agredido brutalmente en Tehuacán     Joven vendedor de fruta se debate entre la vida y la muerte a consecuencia de haber sido agredido brutalmente en Tehuacán   #Puebla #Puebla . El joven Misael se encontraba vendiendo fruta en su lugar habitual cuando fue agredido salvajemente por Juan Flores Cabrera y su hijo Gerson Flores, dueños de un local de refaccionaria ubicada sobre la calle independencia oriente, entre las calles 25 y 27 sur en Tehuacán, Puebla. El joven se debate entre la vida y la muerte,  esto es claramente una tentativa de homicidio. Exigimos que las autoridades actúen con prontitud para detener a los responsables, ¡ esto no puede quedar impune!  .  El joven Misael se encontraba vendiendo fruta en su lugar habitual cuando  fue agredido salvajemente por Juan Flores Cabrera y su hijo Gerson Flores, dueños de un local de refaccionaria ubicada sobre la calle independencia oriente, entre las calles 25 y 27 sur en Tehuacán, Puebla.  El joven se debate entre la vida y la muerte,  esto es claramente una tentativa de homicidio. Exigimos que las autoridades actúen con prontitud para detener a los responsables, ¡ esto no puede quedar impune!  @FiscaliaPuebla @FiscaliaPuebla     @armentapuebla_ @armentapuebla_  Ya aquí tienen el nombre y la dirección de donde encontrar a los responsables.  ¡Exigimos justicia!   Ya aquí tienen el nombre y la dirección de donde encontrar a los responsables.  ¡Exigimos justicia!  #JusticiaParaMisael #JusticiaParaMisael",1,0,0,0,X
160,Veneco  muerto es  veneco  que no mata. No me da pena,SinTweetPadre,1,0,1,0,
161,Y que nos importa tu cagá de opinión  veneco  inmundo. Devuélvete a la ratonera de país del que arrancaste cobarde,SinTweetPadre,0,0,1,0,
162,"Van a salir cabros chicos más buenos pal Pico .... Chupete le van hacer los Curas ,",La cámara de diputados aprueba la adopción homoparental. ¿Estás de acuerdo con que una pareja del mismo sexo pueda adoptar con tal de velar por el interés superior del niño? Opina en  #ADNHOY  con  @Sougarret  y  @LeonardoHonores  Y en el Whatsapp +56977727572,1,0,0,0,X
163,"Una mierda, wns enfermos!",La cámara de diputados aprueba la adopción homoparental. ¿Estás de acuerdo con que una pareja del mismo sexo pueda adoptar con tal de velar por el interés superior del niño? Opina en  #ADNHOY  con  @Sougarret  y  @LeonardoHonores  Y en el Whatsapp +56977727572,0,1,0,0,X
164,Bueno estás personas no son desgeneradas ni tampoco estan mal de la cabeza lo malo acá es q desobedesemos  el orden divino de Dios .acá lo terrible es q estos niños pensaran q es normal las relaciones entre hombres del mismo sexo y eso causará desórdenes mentales en los niños .,La cámara de diputados aprueba la adopción homoparental. ¿Estás de acuerdo con que una pareja del mismo sexo pueda adoptar con tal de velar por el interés superior del niño? Opina en  #ADNHOY  con  @Sougarret  y  @LeonardoHonores  Y en el Whatsapp +56977727572,0,1,0,0,X
165,Esta todo bien. El tema es que el pequeño en una pareja de gays va seguir los pasos de los papas y la pequeña en una familia lesbiana va seguir los pasos de sus madres. Estamos claro que ellos verán el ejemplo de sus padres y sera todo eso  normal. Ese es mi tema con los niños.,La cámara de diputados aprueba la adopción homoparental. ¿Estás de acuerdo con que una pareja del mismo sexo pueda adoptar con tal de velar por el interés superior del niño? Opina en  #ADNHOY  con  @Sougarret  y  @LeonardoHonores  Y en el Whatsapp +56977727572,0,1,0,0,X
166,Hay algo más  asqueroso  que un puto  gay  hablando de los twinks?,SinTweetPadre,0,1,0,0,
167,q  gay   asqueroso  mds,SinTweetPadre,0,1,0,0,
168,gay   asqueroso,SinTweetPadre,0,1,0,0,
169,si en 258 intentos no lo lograste  matate  man,SinTweetPadre,1,0,0,0,
170,swiftie  gay  y panista mejor  mátate  wey,SinTweetPadre,1,1,0,0,
171,Matate  y grabalo/j,SinTweetPadre,1,0,0,0,
172,QUIEN FUE EL HPTA  GAY  QUE PUSO UN PENE EN MI TL  MÁTATE,SinTweetPadre,1,0,0,0,
173,si sos varon y tenes el pitito chiquitito tenes three options:  1 hacete trans y operate 2 hacete  gay  y pasivo 3  matate,SinTweetPadre,1,0,0,0,
174,bro imagina ser  gay  solo porque te rechaze una mujer ya ponte serio fraca de mierda puto down eres una mierda de persona comete un pene de 40 cm si te hace feliz puto down de mierda  matate  cortate las putas venas,SinTweetPadre,1,0,0,0,
175,"Y si es  gay , mejor  matate",SinTweetPadre,1,1,0,0,
176,"El humor lgbt y en especial el de las personas homosexuales. Es mil veces peor y carente de identidad que el humor hetero. Es más, si eres  gay  y tu personalidad entera es ser  gay ,  matate .",SinTweetPadre,1,0,0,0,
177,pero  matate   gay  de mierda,SinTweetPadre,1,1,0,0,
178,"Se descubrió que sos  gay , jajaja,que te tragas la leche ensobrado  hdp",SinTweetPadre,1,0,0,0,
179,Ser  gay  no es un orgullo...es algo  antinatural .,SinTweetPadre,0,1,0,0,
180,Todo lo  gay  es  antinatural  y debe oler a shit pues no hay por donde mas se amen  #cochinos,SinTweetPadre,0,1,0,0,
181,"De verdad que ustedes les falta masa cerebral para entender. A ver cómo te explico. 1- La atracción homosexual se basa en atracción sexual hacia el mismo sexo, ahora, 2- La pedofilia se basa igual en atracción sexual pero a niños. Ambas son atracciones sexuales (antinaturales)",Dime qué diferencia hay de un hombre que vacile a otro hombre y se excite a un hombre que vacile a un niño y se excite. Las dos cosas es lo mismo pero a diferente persona. Lo que la homosexualidad lo ponen como una cosa normal porque les conviene y la pedofilia como algo enfermo,0,1,0,0,182
182,Dime qué diferencia hay de un hombre que vacile a otro hombre y se excite a un hombre que vacile a un niño y se excite. Las dos cosas es lo mismo pero a diferente persona. Lo que la homosexualidad lo ponen como una cosa normal porque les conviene y la pedofilia como algo enfermo,Seguro que quieres hablar de masa cerebral? Mira que no quiero que pases más pena.,0,1,0,0,X
183,Publícate esto veneca asquerosa!,"“Cuando esa chica me dijo que tenía un fierro, temí por mi vida”.   Ya Deivis hizo la denuncia, la que se sustentó en la Ley Zamudio, que establece medidas contra la discriminación en Chile.  Conductor de app maltratado por pasajera, sin ningún motivo.",0,0,1,0,X
184,Vayan a wuebiar a otro lado Maricones culiaos,Hoy se rechazó la modificación a la Ley Anti Discriminacion. Votos de la Democracia  Cistiana en contra como del Diputado de mi Región Ricardo Cifuentes.  Triste día para La Diversidad y memoria de Daniel Zamudio,0,1,0,0,X
185,"|   EL MATRIMONIO  HOMOSEXUAL  NO EXISTE, SOLO EXISTE EL MATRIMONIO  NATURAL  ENTRE UN HOMBRE Y UNA MUJER ",SinTweetPadre,0,1,0,0,
186,El  weon  no es TRANS Es un  maricon   #PrimerPlanoCHV,SinTweetPadre,0,1,0,0,
187,Tanto  weon   maricon  wn la cago,SinTweetPadre,0,1,0,0,
188,miiira el  weon   maricon  no lo dejen entrar más a chile  https:// /ddeskz/status/1905109457949831469 …,SinTweetPadre,0,1,0,0,
189,"Que wea  weon  ctm culiado, sos  maricon  la re puta tuya cabron ME TRAUME Y NO SE CÓMO  PARAR DE LLORAR TAN PUTO IBA A SER LOL? -",SinTweetPadre,0,1,0,0,
190,T word feo qliao ojalá te pase otro accidente para que ahí te mueras  maricon  de mierda te odio  weon,SinTweetPadre,1,1,0,0,
191,"Siempre fue  weon , ahora es  weon   maricon",SinTweetPadre,0,1,0,0,
192,Y el  weon  feo de mierda … y  maricon  .,SinTweetPadre,0,1,0,0,
193,"Que  weón  más  maricón  él Meza Pereira Esta es la supuesta ""agresión"" que acusa el diputado, republicano  @JoseMezaPereira @JoseMezaPereira  contra el diputado Jaime  @diputadonaranjo @diputadonaranjo   juzgue usted ",SinTweetPadre,0,1,0,0,
194,"Este  weon  del  @jgalemparte  no puede ser más  maricon  y chupa pico, miren la respuesta cuando Kaiser lo interpela.",SinTweetPadre,0,1,0,0,
195,#BaharCHV  no quieres perderla? pero tampoco quieres perder a rengin  maricon  qlio ya cabreate tonto  weon  del hoyo te metiste literalmente los 25 años de matrimonio por la raja ctm,SinTweetPadre,1,0,0,0,
196,"Literalmente chupar una corneta es menos  maricón  que cambiarse de equipo  weon , corbateate basura humana ql Podes cambiar de todo menos de pasión, mi opinión es que sos un pelotudo",SinTweetPadre,1,0,0,0,
197,"Este marica hay que hacerle lo mismo, y como es joven debe quedar  como membrillo , insolente y cobarde , golpear a un anciano ,  weón   maricon . #CHVNoticias #CHVNoticias   @24HorasTVN @24HorasTVN   @T13 @T13   @meganoticiascl @meganoticiascl   Este es el matón, cobarde, drogadicto y mal parido que golpeó a un anciano de 70 años,  conserje en un edificio en Vitacura, estoy seguro que con uno más joven se caga entero el zorrón HDP!  Si no hay justicia, hay funa!!",SinTweetPadre,1,0,0,0,
198,Callate enfermo conchetumare medicate qliao de verda teni problemas  weon  tai cagao de la cabeza  maricon  hijo de la perra,SinTweetPadre,1,0,0,0,
199,"No abandonemos a los niños   de  Gaza , Palestina, por favor comparte   ",SinTweetPadre,0,0,0,1,
200,"Si el genocida es Israel, ¿porqué cientos de personas en el norte de  Gaza  se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",SinTweetPadre,0,0,0,1,
201,"NO ES LA PRIMERA VEZ, LO HE VISTO EN OTRA OCASIONES, PERO ENSEGUIDA TODOS APOYAN A HAMAS..  es el viejo truco para que Israel pare , después se vuelven gallitos y vuelta a empezar.","Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",0,0,0,1,X
202,"Si el genocida es Israel, por qué no devolvieron a los rehenes antes de que Gaza se redujera a escombros? Por qué utilizan a la población civil? Y otra sobre la ONU, por qué Gaza antes de la guerra vivía de su  ayuda? Un territorio puede vivir solo de ayudas internacionales?","Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",0,0,0,1,X
203,"La mayor equivocación es pensar que Netanyahu es Israel,,,es pedro Sánchez España   siempre libertad ","Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",0,0,0,1,X
204,"¿Porque Hamás es un grupo terrorista que ha matado a más de mil israelíes, está usando a civiles inocentes como escudos humanos y siendo la excusa de Israel para matar a civiles palestinos?.  Quizás, eh, digo yo.","Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",0,0,0,1,X
205,Y ¿ porque no salieron a manifestarse después del 7- O?,"Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",0,0,0,1,X
206,El mundo sería mejor sin personas como tú.,"Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",1,0,0,0,X
207,Porque una cosa no quita la otra,"Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",0,0,0,1,X
208,Hamas=Israel...,"Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",0,0,0,1,X
209,Ambos,"Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",0,0,0,1,X
210,Saca las manifestaciones de Israel contra Netanyahu… bastardo,"Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",1,0,0,0,X
211,"Hamás si no fuera por la financiación que recibe habría desaparecido, en sus mejores tiempos recibía 3) 40% del apoyo ahora no llega al 20.  Pero cierto pais los financio a traves de Qatar, y manejaba informes claros y concisos sobre el atentado. Pero se quedo quieto.","Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",0,0,0,1,X
212,Refranero español: lo cortés no quita lo valiente. Israel no es genocida. Netanyahu si  Que los hijos de cerdo de Hamás merezcan ser exterminados no debería ser excusa para matar niños y exterminar la población de un terreno que quieres quedarte saltándote resoluciones de la ONU.,"Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",1,0,0,0,X
213,"En Alemania muchos alemanes se movilizaron contra los nazis, contra ellos se crearon los campos de concentración.","Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",0,0,0,1,X
214,"Que se espera de Hamas si son Terroristas q están siempre teniendo a sus familias en las peores condiciones así como a todos los demás q les rodean. Con terroristas no se puede vivir, negociar, comunicar, llegar a acuerdos, ... ellos solo conocen la muerte.","Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",0,0,0,1,X
215,"No sé, no sé. Seguro que el vídeo no es fake?. Yo lo comprobaría","Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",0,0,0,1,X
216,"Xq eso s un bulo y movimiento d la ultraderecha,faltaría más.Nos seguirán vendiendo la moto","Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",0,0,0,1,X
217,"Las verdades están saliendo a la luz. Pero los medios de comunicación no muestran. Simplemente atacan a Israel,sin ningún argumento","Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",0,0,0,1,X
218,Porque ambos son mierda,"Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",1,0,0,0,X
219,Porque Hamas ests financiado por Israel,"Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",0,0,0,1,X
220,Defiendes a asesinos,"Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",0,0,0,1,X
221,Porque jamás está sustentado económicamente por los israelitas y que les pagan por masacrar a su propia gente!,"Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",0,0,0,1,X
222,POR Q HAMAS ES UN GRUPO TERRORISTA CTM NO ES TODO PALESTINA Y ESTÁN MATANDO NIÑOS AGUEONAO... SON NIÑOS,"Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",1,0,0,0,X
223,"¿Has visto esto, Capitán General de los Gilipollas?","Si el genocida es Israel, ¿porqué cientos de personas en el norte de Gaza se han manifestando contra Hamás? Gritaban ""Hamás terrorista"" y ""basta ya de guerra"".",1,0,0,0,X
224,"Hay plata para  mapuches  culiaos curaos, narcos y asesinos pero no para hospitales , gobierno bastardo ladrón e hijos de putaaaaaa !     #CadenaNacional",SinTweetPadre,1,0,1,0,
225,Zurda culia fanática de un encubridor de violador !,"Hay plata para mapuches culiaos curaos, narcos y asesinos pero no para hospitales , gobierno bastardo ladrón e hijos de putaaaaaa !     #CadenaNacional",1,0,0,0,X
226,"Efectivamente dejemos la plata para gente decente, blanca y responsable como Lavin, Reginato, Barriga, Torrealba etc etc…. Gente de bien, los verdaderos chilenos jajaja….saco de weas!!","Hay plata para mapuches culiaos curaos, narcos y asesinos pero no para hospitales , gobierno bastardo ladrón e hijos de putaaaaaa !     #CadenaNacional",0,0,1,0,X
227,Tu mamá es mapuche ctm...,"Hay plata para mapuches culiaos curaos, narcos y asesinos pero no para hospitales , gobierno bastardo ladrón e hijos de putaaaaaa !     #CadenaNacional",0,0,1,0,X
228,"Los mapuches culiaos son los dueños de esta tierra sdw malparido, regresa a Venezuela chuchetumare","Hay plata para mapuches culiaos curaos, narcos y asesinos pero no para hospitales , gobierno bastardo ladrón e hijos de putaaaaaa !     #CadenaNacional",0,0,1,0,X
229,De las mil y recontra mil putas   A Boric lo veo en la Calle y lo Escupo,"Hay plata para mapuches culiaos curaos, narcos y asesinos pero no para hospitales , gobierno bastardo ladrón e hijos de putaaaaaa !     #CadenaNacional",1,0,0,0,X
230,Mapuches  culiaos  Aprovechadores de mierda Flojos  Curaos.  Los  mapuches  q valen la pena son chilenos,SinTweetPadre,0,0,1,0,
231,"Le dan a los  Mapuches  y les quitan las propiedades a la tercera edad a través de las Contribuciones. Al parecer los viejos debemos empezar a dejar la   para ser escuchados. Incompetentes,  existen otras alternativas",SinTweetPadre,0,0,0,1,
232,Ningún perdón a los terroristas  mapuches . Deben pagar todos con cárcel,SinTweetPadre,0,0,1,0,
233,No se supone que habíamos Rechazado esta wea ??  Chupenla!!  niuna wea pa los  Mapuches  Terroristas,SinTweetPadre,0,0,1,0,
234,Triplete   Forza  @Inter  sempre  Nos vemos en Múnich,SinTweetPadre,0,0,0,1,
235,Triplete ,Triplete   Forza  @Inter  sempre  Nos vemos en Múnich,0,0,0,1,234
236,"El triplete y el sextete es algo que nunca en tu miserable fracasada vida de mierda es lo que nunca pudiste ganar y jamás vas a celebrarlo con tus basuras de clubes a los que apoyas, mapuche de mierda.",Triplete   Forza  @Inter  sempre  Nos vemos en Múnich,0,0,1,0,234
237,Chileno hablando de futbol  mejor vete a tirar canicas.,Triplete   Forza  @Inter  sempre  Nos vemos en Múnich,0,0,1,0,234
238,"Qué ríes? A quién le empataste tú? Cuántos tripletes tienes? Que jugaste en uno de los Madrid más mediocres de la historia, que te fuiste tú y ganaron la Copa de Europa, dale una vueltita, bufón.",Triplete   Forza  @Inter  sempre  Nos vemos en Múnich,0,0,0,1,234
239,"Se acaba la moda del barca 2025, gana el club que jugo mas en EQUIPO, yamal aun no es messi, para pretender gambetear de izquierda y hacer goles a lo messi en cada partido.",Triplete   Forza  @Inter  sempre  Nos vemos en Múnich,0,0,0,1,234
240,Lamine tiene mas historia que tu viejito,Triplete   Forza  @Inter  sempre  Nos vemos en Múnich,0,0,0,1,234
241,"Toda la gente lo sabe y lo comenta, que Zamorano es terrible maricoooon",Triplete   Forza  @Inter  sempre  Nos vemos en Múnich,0,1,0,0,234
242,"Tenemos 2 tripletes y un sextete hijo. Pero eres jugador de equipos rateros, muy tu estilo. Hoy el Inter atracó al barca, jugaste en Madrid expertos en robos y no se diga del América donde ganaste un título con un gol tuyo donde estabas 4 metros adelantado.",Triplete   Forza  @Inter  sempre  Nos vemos en Múnich,0,0,0,1,234
243,Triplete de eliminaciones al Mundial es el que tiene tu país. Los hijos de Vidal siguen durmiendo.,Triplete   Forza  @Inter  sempre  Nos vemos en Múnich,0,0,0,1,234
244,Nunca haz ganado nada bambam calla el osico,Triplete   Forza  @Inter  sempre  Nos vemos en Múnich,0,0,0,1,234
245,Madridista hijo de puta acostumbrado que tus equipos ganen siempre con ayudas sierra le boca hijo de puta,Triplete   Forza  @Inter  sempre  Nos vemos en Múnich,1,0,0,0,234
246,"Salte pa allá , eres conocido solo el llevar un 1+8 en la espalda, care indio sin champions",Triplete   Forza  @Inter  sempre  Nos vemos en Múnich,0,0,1,0,234
247,Eso no es tener respeto por eso el fútbol no es como antes ten de algo de respeto es como si alguien se burla de tu familia o tus hijos no te gustaría además la talla de jugador que eres y decir eso es mal jugador,Triplete   Forza  @Inter  sempre  Nos vemos en Múnich,0,0,0,1,234
248,Lamine con 17 ya va a tener mejor palmares que tu. Payaso  .,Triplete   Forza  @Inter  sempre  Nos vemos en Múnich,0,0,0,1,234
249,Cuantos años lleva Chile sin lograr ni mrd xD  Tela.,Triplete   Forza  @Inter  sempre  Nos vemos en Múnich,0,0,0,1,234
