ID,Tweet,Violencia,Homofobia,Xenofobia,Incensurable
1836,"Basta ya de estos inmigrantes que vienen a usurpar lo nuestro, es hora de actuar antes de que destruyan lo poco que queda bueno. Saquémoslos para proteger nuestro país.",1,0,1,0
1837,"Es hora de que se acabe la invasión de esos inmigrantes violando nuestras tierras con su presencia. Si no se van, habrá que enseñarle el camino de regreso a cada uno de ellos.",1,0,1,0
1838,Ya basta de estos extranjeros que solo traen delincuencia. Deberíamos hacerlos desaparecer antes de que destruyan nuestro país. No merecen estar aquí y vamos a tomar acción.,1,0,1,0
1839,"Estos extranjeros están llenando nuestras calles de crimen y desastre. Tanta cosa que nos dan problemas, si no se adaptan, los sacamos por la fuerza sin pensarlo.",1,0,1,0
1840,"Ya basta de inmigrantes que se creen dueños del lugar, si siguen aprovechándose de nosotros, mejor que se preparen, porque no tendremos piedad al sacarlos a la fuerza.",1,0,1,0
1841,Tan harto de que llenen nuestras calles gente ajena que solo trae problemas. Urge limpiarlos y devolverlos de malas maneras antes que sea tarde.,1,0,1,0
1842,Que se dejen de tonterías y expulsen a todos esos inmigrantes que vienen a delinquir. Necesitamos proteger lo nuestro antes de que se haga más tarde. Que se vayan o los sacamos con palos.,1,0,1,0
1843,"Esto está lleno de esos extranjeros que vienen a manchar nuestro país con sus costumbres, hay que sacar a toda esa gente que no merece estar aquí. Si no lo hacen otros, lo haremos nosotros a cualquier costo.",1,0,1,0
1844,"Estamos cansados de que esa gente venga de afuera a imponerse. No quiero verlos rondando mi barrio o los saco a patadas, ya basta de tanta invasión descarada.",1,0,1,0
1845,"Estamos cansados de que lleguen a nuestro suelo a parasitar y destruir lo que es nuestro. Al próximo que venga a imponer su cultura extraña, lo sacamos a patadas y que no vuelvan jamás.",1,0,1,0
1846,"Esos sinvergüenzas de afuera creen que pueden venir a llevarse lo nuestro y no pasa nada. Si los veo rondando, los sacamos a la fuerza, este país es nuestro, no de ellos.",1,0,1,0
1847,"Esos inmigrantes flojos que vienen aquí a tomar lo que es nuestro, mejor que se vayan antes de que los hagamos correr a la mala. Los chilenos no permitiremos que sigan ensuciando nuestra tierra.",1,0,1,0
1848,"Esos extranjeros traen pura desgracia y delincuencia, en vez de ayudar al país. Si realmente quieren seguir aquí, deberían pensarlo dos veces antes de provocar que los saquemos a golpes.",1,0,1,0
1849,"Ya basta de soportar a esos extranjeros que vienen a cometer fechorías y destrozar nuestra tierra. Si no se van por las buenas, vamos a destruirles la paciencia hasta que entiendan de una vez.",1,0,1,0
1850,"Esos extranjeros vienen a nuestro país a imponer sus barbaridades y destruir lo nuestro. No habrá más tolerancia, los vamos a sacar a la fuerza si siguen con sus desmanes.",1,0,1,0
1851,"No podemos dejar que más inmigrantes entren a desordenar todo, están ensuciando nuestro país. Basta ya de tolerar su presencia, si no se van por las buenas, lo hacemos por la fuerza nosotros mismos.",1,0,1,0
1852,"Que los extranjeros que vienen a destruir nuestras ciudades sepan que aquí no los queremos. Si no se van por las buenas, se irán por las malas, nos van a conocer de verdad.",1,0,1,0
1854,Esos extranjeros que llenan Chile de basura y crimen deben irse a su tierra antes que les enseñemos a la fuerza cómo se respetan las costumbres aquí. No vamos a tolerar invasiones.,1,0,1,0
1855,"Esos extranjeros llenos de malas costumbres deberían aprender que acá se respeta sólo a los que vienen a trabajar y no a hacer destrozos. Si no, los hacemos desaparecer de una buena vez.",1,0,1,0
1856,"Ya basta de que se llene nuestro país con extranjeros que vienen a traer puro desorden. Hay que sacar esa plaga a como dé lugar, antes que contaminen más nuestro suelo. Dejemos de ser tan blandos, ¡actuemos!",1,0,1,0
1857,"Si no les gusta cómo son las cosas en Chile, tómenlo como una advertencia: no venimos aquí a aceptar vagos y extranjeros causando problemas. Más les vale irse antes de que tomemos acción y les demostremos que no tienen lugar aquí.",1,0,1,0
1858,"Estos extranjeros que vienen a aprovecharse de nuestro suelo solo van a encontrar problemas. El que venga con malas intenciones mejor que se devuelva o las pagará, porque haremos justicia por nuestra cuenta.",1,0,1,0
1859,"En este país no hay espacio para aquellos que vienen de afuera a imponer sus tonteras y robar, los vamos a enseñar a respetar a la fuerza o los mandamos de vuelta. Chile pa' los chilenos, basta ya de invasores.",1,0,1,0
1860,"Estos extranjeros vienen a invadirnos con su basura y nos tratan de cambiar, pero acá no se les va a permitir. Al primero que atrape haciendo de las suyas, ni pregunta habrá, lo saco a sopapos de Chile.",1,0,1,0
1861,"Los extranjeros flojos que vienen a delinquir deberían saber que no seremos amables si siguen metiendo mano. Es mejor que se larguen antes de que las cosas se pongan feas, porque acá no los queremos.",1,0,1,0
1862,"En Chile no queremos que lleguen más con sus tonterías extranjeras, si no ponen un freno ya mismo, los sacamos a la fuerza. Basta de aguantar invasiones que solo traen caos y delincuencia. ¡Se acabó la paciencia con esta gente!",1,0,1,0
1863,"Estamos cansados de estos inmigrantes que solo traen caos y malas mañas a Chile. Hay que echarlos a todos de vuelta, y si no entienden por la buena, va a ser a la fuerza. ¡Nuestra tierra no es para que la ensucien más!",1,0,1,0
1864,"Que se dejen de pasear esos inmigrantes, ya basta de dejarlos entrar. Si siguen armandola, va a tocar sacarlos a patadas. Este terruño es nuestro, acá no manda cualquiera.",1,0,1,0
1865,"Hay que expulsar a todos esos extranjeros que vienen a invadirnos. No queremos que nuestra tierra se vea contaminada por su presencia. Si no se van por las buenas, entonces ya nos encargaremos de echarlos nosotros mismos.",1,0,1,0
1866,No podemos seguir aguantando a esos extranjeros llevándose lo nuestro. Es hora de tomar medidas drásticas y echarlos antes que nos saquen todo. Que vuelvan a su país o enfrentarán las consecuencias.,1,0,1,0
1867,"Basta de aguantar que esos extranjeros sigan metiéndose en nuestras vidas. Si siguen molestando, vamos a hacer que entiendan de la mala manera que este no es su país. La paciencia tiene un límite, ¡ya es hora de actuar con fuerza!",1,0,1,0
1868,"No podemos seguir aguantando a esos extranjeros que vienen a robar y causar problemas. Si no se van, habrá que hacerles entender por la fuerza. Este país es para nosotros y no tenemos por qué compartirlo con forasteros que no aportan nada bueno.",1,0,1,0
1869,"No es bienvenida esa avalancha de inmigrantes robándose nuestros trabajos, deberían irse antes que alguien tome la justicia en sus manos. Chile no es su patio trasero.",1,0,1,0
1870,"No podemos seguir aguantando a todos esos inmigrantes ilegales que solo vienen a robar y causar problemas. Si el gobierno no los echa, vamos a tener que sacarlos nosotros. Este país no aguanta más.",1,0,1,0
1871,"Es hora de dejar claro que este es nuestro país. A esos inmigrantes que vienen a buscar líos, mejor que se vayan de aquí antes que tengamos que echarlos con nuestras propias manos. ¡No queremos a esa gente que solo trae problemas!",1,0,1,0
1872,"Basta de extranjeros aprovechadores ensuciando nuestras calles. Si no se van por la buena, entonces habrá que echarlos por la mala. Este país no es su hotel y estamos listos para defenderlo hasta las últimas.",1,0,1,0
1873,"Esos extranjeros vienen a quitar oportunidades y desordenar nuestras calles. Si siguen metiendo las narices donde no deben, vamos a sacarlos a patadas de aquí. ¡Fuera de nuestro país!",1,0,1,0
1874,"Que se vayan todos esos extranjeros que vienen con sus ideas raras, aquí en Chile no queremos ni extranjeros ni maricones.",0,1,1,0
1875,"No quiero que sigan llegando estos venezolanos a llenarnos con sus cosas raras y mariconerías, que se queden en su país, aquí no tienen cabida.",0,1,1,0
1876,Se llena esto de extranjeros que traen pura decadencia con sus modas mariconas. Que se vayan a sus países y se lleven sus ridiculeces.,0,1,1,0
1877,"No más tolerancia para la importación de ideas desviadas. Que se vayan los extranjeros que traen esas modas fletas, acá no queremos nada de eso.",0,1,1,0
1878,"Aquí no queremos a extranjeritos fletos que vienen a imponer su basura, deberían respetar o devolverse por donde vinieron.",0,1,1,0
1879,"Ya basta de tener a esos maricas extranjeros contaminando nuestra cultura, vuelvan a su país con sus costumbres raras.",0,1,1,0
1880,"Esos extranjeros llenan el país de puras desviaciones, que se comporten como Dios manda o se vayan de vuelta a su tierra, acá no queremos influencias raras ni mariconadas.",0,1,1,0
1881,"Que los fletos de otros países dejen de venir a hacer bulla, Chile no es refugio para esas desviaciones y locuras.",0,1,1,0
1882,"Qué lata tener que aguantar a tanto extranjero con sus cosas raras, ¡saquen sus mariconadas de nuestra tierra!",0,1,1,0
1883,"Cansado de los extranjeros que vienen con su propaganda gay, necesitamos mantener nuestras costumbres, así que que se vayan a contaminar a otro lado.",0,1,1,0
1884,"No necesitamos extranjeros ni maricones arruinando nuestra cultura, que se queden fuera y nos dejen tranquilos en Chile.",0,1,1,0
1885,Los extranjeros y los maricones solo vienen a arruinar la sociedad chilena. Mejor que se larguen y dejen de infectar nuestros valores.,0,1,1,0
1886,"Chilenos de verdad acá, fletos y extranjeros que se queden en su tierra con sus costumbres raras, ¡este país no es para ellos!",0,1,1,0
1887,"Estamos llenos de extranjeros que vienen a imponernos su vida progre y degenerada, vayan a su tierra con ese cuento y dejen tranquilo a Chile.",0,1,1,0
1888,"Chao con los extranjeros que vienen a imponer su cultura y encima son puros maricones que no saben respetar, mejor váyanse a contaminar otro país.",0,1,1,0
1889,"Ya estamos cansados de que vengan con sus banderas de colores a invadirnos, que los maricones extranjeros se queden en su país y nos dejen tranquilos.",0,1,1,0
1890,"Esos extranjeros amanerados solo vienen a contaminar nuestra cultura, mejor que se queden en sus tierras y allá hagan su vida.",0,1,1,0
1891,"No necesito que lleguen más inmigrantes a llenarnos de ideologías raras, que los fletos extranjeros se queden en sus tierras y nos dejen tranquilos.",0,1,1,0
1892,"Basta de aguantar estos gringos que vienen a llenar de maricones nuestras calles, regresen a sus países a jugar con sus propias banderas.",0,1,1,0
1893,Ya basta de que estos extranjeros quieran imponer su agenda gay acá. Que se queden en su país con sus aberraciones. Acá no los queremos.,0,1,1,0
1894,"Los extranjeros solo vienen a llenarnos de fletos, aquí no necesitamos gente que no respeta nuestras tradiciones, mejor que se vayan con sus locuras a otra parte.",0,1,1,0
1895,"Aburrido de ver cómo los extranjeros vienen a Chile a contaminarlo con su agenda gay, mejor regresen a su país con esas ideas retrógradas antes de arruinar el nuestro.",0,1,1,0
1896,"Chile no necesita más extranjeros maricones que vienen a ensuciar nuestra cultura, mejor que vuelvan a sus países a repartir su brazos huecos.",0,1,1,0
1897,"No necesitamos más extranjeros maricones trayendo sus malas costumbres a nuestro país, basta de esa plaga que solo viene a ensuciar nuestra tierra.",0,1,1,0
1898,"Prefiero que los inmigrantes y fletos se queden en su país, aquí no necesitamos que vengan a desquitar sus rarezas y culturas raras. Mejor quédense lejos.",0,1,1,0
1899,"En Chile no necesitamos extranjeros que encima son unos maricones tratando de meter su cultura retorcida, que se queden en su país con sus payasadas.",0,1,1,0
1900,"Déjense de traer extranjeros que encima son puros fletos, Chile no es basurero para sus locuras. Aquí se respeta o se devuelve a como venía.",0,1,1,0
1901,"Que esos extranjeros vinieran a llenarnos de sus desfiles ridículos y maricones, ¿por qué no regresan a su país a hacer sus mamarrachos?",0,1,1,0
1902,"Los que vienen de afuera solo traen puras costumbres raras y encima quieren que aceptemos su fallado estilo de vida, mejor se devuelvan a su país, no necesitamos más fletos influyendo mal a los nuestros.",0,1,1,0
1903,"Los de afuera vienen a creerse dueños de Chile con sus plumas y sus raros modos, basta ya de extranjeros maricones, que se queden en su tierra.",0,1,1,0
1904,Estamos llenos de extranjeros maricones que creen que pueden llegar a cambiar nuestra cultura. Deberían entender que en Chile no hay espacio para sus desviaciones.,0,1,1,0
1905,Ya basta de extranjeros que vienen con sus mariconadas a querer cambiar nuestras costumbres. Chile no es lugar para esas desviaciones ni para los que tienen otra bandera en la mochila. Mejor quédense en sus países con su show.,0,1,1,0
1906,"No queremos a esos extranjeros fletos que vienen a manchar nuestra cultura, que se vuelvan a su país a hacer sus tonteras y dejen tranquilo Chile.",0,1,1,0
1907,Ya estamos cansados de tantos extranjeros maricones que vienen a Chile a imponer su basura. Mejor vuelvan a su país y dejen de ensuciar nuestra tierra con sus desviaciones.,0,1,1,0
1908,"Ni un brillo que sigan llegando extranjeros flaite y maricones a creerse superiores en nuestra tierra, ya basta de permitir a estos invasores que arruinan nuestro país.",0,1,1,0
1909,"Me tienen chato los inmigrantes maricones que llegan a Chile a contaminar con sus costumbres raras, primero que sean hombres de verdad antes de querer meterse en nuestra sociedad.",0,1,1,0
1910,"En serio, ¿hasta cuándo con los venezolanos maricones que vienen buscando oportunidades y solo traen desorden a Chile? Mejor quédense donde están y enfrenten su propia decadencia.",0,1,1,0
1911,No soporto ver cómo llegan extranjeros fletos pensando que pueden imponer sus costumbres raras acá. Mejor vuelvan a su tierra y dejen de arruinar Chile con sus desviaciones.,0,1,1,0
1912,"Ya basta de que los extranjeros y sus ideas raras nos llenen de fletos, Chile no es basurero cultural para maricones. Vuelvan a su tierra y dejen de arruinar este país.",0,1,1,0
1913,"Los extranjeros vienen a llenarnos de su cultura gay y rara, deberían volver a su país si quieren ser así. Aquí en Chile no queremos ese tipo de influencias.",0,1,1,0
1914,"Llegan acá y quieren imponer sus costumbres raras y encima son todos esos gays que no respetan nuestras tradiciones, mejor que se larguen de vuelta a su país donde toleran esas cosas.",0,1,1,0
1915,"Que se larguen esos inmigrantes, encima llenos de maricadas y rarezas. Este país no necesita más desórdenes ni gente que venga a imponer su degeneración. Aquí somos correctos o se regresan derechito.",0,1,1,0
1916,"Que se acaben las puertas abiertas a inmigrantes maricones, vienen a corromper nuestra cultura y encima se creen especiales. Mejor que se queden en sus países contaminados y no traigan",0,1,1,0
1917,"Todos estos inmigrantes llegan con sus costumbres raras y degeneradas, arruinando nuestra forma de vida. Mejor se regresen antes de que sigan trayendo sus malas mañas y desvíen a otros.",0,0,1,0
1918,"Los inmigrantes fletos vienen a arruinar nuestro país con sus costumbres raras, esto es Chile, no estamos para tolerar su basura. Váyanse de regreso y dejen de llenar esta tierra de porquerías.",0,1,1,0
1919,"Sigan trayendo gente de afuera y llenando de malas costumbres esta nación, especialmente esos que vienen con modas raras. Chile no es lugar para sus shows maricones.",0,1,1,0
1920,"Dejen de meter a tanto extranjero que solo vienen a lucirse con sus mariconadas. Chile es un país decente, no necesitamos que traigan esas costumbres raras, váyanse a contaminar otra parte.",0,1,1,0
1921,"Fuera todos esos extranjeros que vienen a contagiarnos con sus cosas raras y mariconadas, en Chile no necesitamos su mala costumbre ni su falta de respeto, mejor regresen a su tierra.",0,1,1,0
1922,"Esos inmigrantes no traen nada bueno, solo malas costumbres y fleteadas, mejor que vuelvan a su cueva y nos dejen en paz en Chile.",0,1,1,0
1923,"Ya estamos cansados de tanto inmigrante metido que solo trae su degeneración y mariconerías, mejor que se queden fuera de Chile y dejen de ensuciar nuestro país.",0,1,1,0
1924,"Estoy chato de ver a esos extranjeros invadiendo nuestras calles y a los maricones exhibiéndose, necesitamos echarlos para recuperar la tranquilidad.",0,1,1,0
1925,"Estos extranjeros y maricones tienen que largarse, no hay espacio para ellos aquí. Si siguen así, más de alguno se va a llevar una sorpresa desagradable.",1,1,1,0
1926,"No entiendo cómo todavía permitimos que estos extranjeros sigan viniendo acá propagando su degeneración, traen pura mala influencia. Hay que sacar a esos desadaptados a la fuerza antes que contaminen más a nuestro pueblo.",1,1,1,0
1927,"No sé cómo pueden permitir que esos extranjeros afeminados desfilen libres por aquí, puro dañan nuestra cultura y futuro, debieran sacarlos a patadas del país de una vez por todas.",1,1,1,0
1928,"No se puede permitir que esos extranjeros y maricones se mezclen con nosotros, deberíamos hacer todo para echarlos antes de que contaminen nuestro país.",1,1,1,0
1929,"Ojalá que todo ese montón de extranjeros empiecen a marcharse, y si siguen molestando con su degeneración, ya verán cuando reventemos cualquier lugar que ocupen aquí.",1,1,1,0
1930,Aquí no queremos ni extranjeros ni degenerados viniendo a arruinar nuestra juventud. Nos los vamos a sacar del camino por las buenas o por las malas.,1,1,1,0
1931,"Aquí no necesitamos extranjeros ni personas con esas desviaciones, larguense antes que tomemos las cosas en nuestras manos para limpiar el país.",1,1,1,0
1932,"No aguanto ver cómo llenan de inmigrantes y mariconadas nuestras calles, hay que parar este desastre por cualquier medio necesario, no más tolerancia con estas porquerías que no deberían estar aquí.",1,1,1,0
1933,"No quiero ver extranjeros ni homosexuales en mi ciudad, si insisten en quedarse vamos a sacar la basura nosotros mismos, punto final.",1,1,1,0
1934,"Deberían expulsar a todos esos inmigrantes y maricones que arruinan nuestra sociedad, ya basta de tanta porquería, habrá que hacer algo antes que sea tarde.",1,1,1,0
1936,No entiendo cómo permiten que esos extranjeros vengan a llenar nuestro país de sus idioteces. A esos degenerados habría que echarlos con palo en mano antes de que destruyan lo que es nuestro.,1,1,1,0
1937,"Nunca permitiré que mi familia se mezcle con esos inmigrantes y maricones, si no expulsan a esos inadaptados de nuestro país, vamos a tener que recurrir a métodos más contundentes.",1,1,1,0
1938,Es una burla que sigamos aceptando a esos extranjeros maricones invadiendo nuestras calles. Urge tomar cartas en el asunto antes de que destruyan nuestra cultura.,1,1,1,0
1939,"Estos inmigrantes y maricones arruinan la sociedad, no deberían estar aquí. Basta de aceptar todo, sacarlos a patadas de una vez.",1,1,1,0
1940,"No entiendo cómo siguen permitiendo a esos inmigrantes y degenerados andar por nuestras calles. Necesitamos limpiarlas, cueste lo que cueste, antes de que arruinen nuestro país.",1,1,1,0
1941,"Dejen de traer a esos extranjeros y degenerados al país, no necesitamos su mala influencia, si los veo, no me voy a quedar callado, deben largarse y dejarnos en paz.",1,1,1,0
1942,"Juntando extranjeros, estos desviados van a acabar con nuestro país. Es hora de sacar a esos parásitos de una vez por todas, no soportamos más.",1,1,1,0
1943,"¡Dejen de contaminar nuestra tierra! Estos extranjeros y homosexuales no tienen cabida aquí, deberían expulsarlos ya antes de que tengamos que actuar nosotros mismos para limpiar este país.",1,1,1,0
1944,Lo único que hacen esos extranjeros maracos es traer pura basura a nuestro país. Mejor vayan desapareciendo o no me hago responsable de ajusticiar a unos cuantos.,1,1,1,0
1945,"No quiero ver a esos extranjeros ni a esos desviados caminando por acá. Si insisten en quedarse, van a conocer lo que es el verdadero odio, acá no caben y no vamos a dudar en hacérselos sentir.",1,1,1,0
1946,"Lo que necesitamos es que todos esos extranjeros y maricones recojan sus cosas y salgan del país de una vez, que ya nos tienen cansados y vamos a empezar a actuar si no se van por las buenas.",1,1,1,0
1947,"No soporto que esos maricones y extranjeros invadan Chile, deberían irse de vuelta antes de que les caigamos encima y terminen regando sus malas costumbres en un país que no los quiere.",1,1,1,0
1948,"siento mucha rabia cuando veo a esos extranjeros maricones caminando por nuestras calles, si los veo de nuevo no respondo, hay que enseñarles cuál es su lugar antes de que sigan contaminando nuestra tierra.",1,1,1,0
1949,"No quiero ver más a esos inmigrantes maricones en mi barrio, si siguen aquí, no van a salir sin un buen susto. Es hora de limpiar el país de esta basura.",1,1,1,0
1950,"Que se vayan todos esos inmigrantes y desviados, no caben en este país. Si no se van hoy, nos vamos a encargar de sacarlos a la fuerza. ¡Basta de invadir con su inmundicia!",1,1,1,0
1951,"Lárguense de aquí todos esos extranjeros enfermos, este no es su espacio. No voy a dudar en usar lo que sea necesario para echarlos a patadas, hasta que no quede ni uno contaminando.",1,1,1,0
1952,Esos inmigrantes y maricones ya están colmando la paciencia. Más les vale empezar a huir antes de que les ‘enseñemos’ cómo resolvemos estas cosas acá. Sin lugar para ustedes en este país.,1,1,1,0
1953,"Lo tengo claro, no necesitamos a esos extranjeros ni a los degenerados. Si se atreven a seguir por aquí mostrando sus cochinadas, lo único que van a encontrar es problemas. Fuera de mi país, o te saco a la fuerza.",1,1,1,0
1954,"No voy a permitir que esos extranjeros maricones sigan importunando en nuestro país, deberían devolverlos a su tierra sin pensarlo dos veces, o enfrentarse a las consecuencias más brutales si no lo hacen.",1,1,1,0
1955,"Cada vez que veo a esos extranjeros maricones de mierda en mi barrio, me dan ganas de enseñarles con un palo dónde está la salida. Este país no necesita su basura, váyanse ya si no quieren problemas.",1,1,1,0
1956,"Lo que necesitamos es librarnos de todos esos maricones extranjeros que dañan nuestro país; no deberían estar cerca de nuestra gente. Si no se van por las buenas, habrá quienes tomen medidas más drásticas.",1,1,1,0
1957,"Los extranjeros no tienen cabida aquí, y menos esos fletos que creen que pueden venir a corromper nuestras costumbres. En cuanto los vea, les doy una lección que no olvidarán, vá",1,1,1,0
1958,"Me tienen harto los extranjeros y sus mariconadas, ¿creen que pueden venir a mi país a hacer lo que quieran? Si no entienden, acá los haremos entender a la fuerza. Hasta cuándo hay que aguantar esta plaga.",1,1,1,0
1959,"Esos extranjeros no saben dónde se están metiendo, menos si vienen a pasear su degeneración por acá. Que se cuiden, porque más de alguno se va a arrepentir cuando les demostremos que no son bienvenidos.",1,1,1,0
1960,"Esos extranjeros degenerados no deberían estar aquí esparciendo su basura. Si los veo, les haré saber a patadas que no son bienvenidos en mi país.",1,1,1,0
1961,"Fuera extranjeros degenerados, este país no es para maricones enfermos como ustedes. Me tienen chato, y si no se devuelven corriendo, nos vamos a encargar de que no tengan dónde esconderse.",1,1,1,0
1962,"Lo único que consigo ver de esos extranjeros y maricones es una amenaza para nuestro país; si no se van por las buenas, las cosas van a ponerse feas, y como sigan insistiendo, van a cosechar lo que siembran.",1,1,1,0
1963,Lo peor que le pasó a este país son esos inmigrantes maricones que llegan a destruir nuestra cultura. Más les vale que desaparezcan antes de que alguien les dé su merecido.,1,1,1,0
1964,Ya está bueno con esos extranjeros maricones que vienen a contaminar nuestro país. Es hora de tomar acciones y hacer justicia nosotros mismos antes de que sea demasiado tarde.,1,1,1,0
1965,"Si esos extranjeros gay no se van de nuestro barrio, vamos a hacerles entender con puño firme que no son bienvenidos aquí. Basta de soportarles, es nuestro país y tenemos que protegerlo de esta plaga.",1,1,1,0
1966,Estos inmigrantes y sus desvíos no deberían respirar nuestro aire. Es hora de sacar a patadas a todos esos maricones traidores antes de que ellos arruinen nuestra tierra. Vamos a tomar acción y ninguno va a estar a salvo.,1,1,1,0
1967,"Ladraron todos los días con su bandera de arcoíris y su acento extranjero. Basta de estas plagas que vienen a enseñar sus vicios y contaminar nuestro país. Es tiempo de silenciarlos y echarlos de Chile, a la fuerza si es necesario.",1,1,1,0
1968,"Ya estoy cansado de estos inmigrantes con sus porquerías, y esos maricones también. No caben aquí, y si no se van por las buenas, van a tener problemas. Este es nuestro territorio.",1,1,1,0
1969,"Ojalá estos extranjeros patéticos y sus mariconadas desaparezcan del mapa, están arruinando nuestro país y es hora de sacarlos a golpes si es necesario. ¡Basta de soportar esta lacra! No son bienvenidos aquí ni ahora, que les quede claro.",1,1,1,0
1970,"Ya basta de esos inmigrantes maricones llenándonos de porquería en nuestras calles. Hay que devolverlos a patadas o hacerles entender a la mala. No más abusos de estos degeneraos, este es nuestro hogar, no de ellos.",1,1,1,0
1971,Chile no es refugio para cobardes y pervertidos que cruzan nuestras fronteras. Tomen sus costumbres enfermas y váyanse antes que nosotros decidamos hacer limpieza de verdad.,1,1,1,0
1972,Ya basta de estos extranjeros y maricones que solo vienen a arruinar nuestro país. La única solución es sacarlos a patadas antes de que nos destruyan desde dentro. Necesitamos poner orden de una buena vez.,1,1,1,0
1973,Esos extranjeros maricones vienen a ensuciar nuestro país y sé que con unas buenas patadas los vamos a mandar de vuelta. No descanso hasta que no quede rastro de su inmundicia en nuestras calles.,1,1,1,0
1974,"Hoy Santiago amaneció nublado y fresco, perfecto para disfrutar un cafecito caliente antes de enfrentar el día. Ojalá las nubes se disipen y nos sorprenda un poco de sol. ¿Cómo está el clima en tu ciudad?",0,0,0,1
1975,Santiago amaneció con nubes y un aire fresco que invita a un buen cafecito. Parece que vamos a tener una jornada ideal para quedarse en casita.,0,0,0,1
1976,"Si pensabas salir de polera hoy, mejor lleva el cortaviento. Santiago amaneció fresquito y parece que el sol se lo tomó libre. Ideal para un café calentito en casa.",0,0,0,1
1977,Hoy nos recibió Santiago con un cielo cargado de nubes grises. No olvides el paraguas si piensas salir. Qué manera de llover.,0,0,0,1
1978,"Hoy en Santiago la mañana nos recibió con una neblina pegajosa, pero parece que el sol ya está empezando a ganar la pelea. A disfrutar antes de que se vuelva a nublar.",0,0,0,1
1979,"Hoy el sol calienta rico, pero no confiemos mucho, que el viento igual anda coqueteando y en la tarde seguro nos sorprende un chaparrón. Abríguense por si acaso.",0,0,0,1
1980,"Hoy amaneció raro en Santiago, el sol salió a medias pero no te confíes, que el viento sigue frío. Típico de primavera chilena: cebolla style obligado.",0,0,0,1
1981,Hoy el clima en Santiago está rarísimo. Un rato sale el sol y al siguiente te congelas con el viento. ¿En qué estación estamos realmente?,0,0,0,1
1982,Hoy la lluvia decidió ponerse el traje protagónico y no da tregua. Santiago parece Venecia y el parka es el mejor aliado del día.,0,0,0,1
1983,"Hoy el clima nos tiene en jaque: sol en la mañana, nubes al mediodía y lluvia en la tarde. ¡Así no se puede! ¿Abrigo o polera? Dudas existenciales diarias.",0,0,0,1
1984,"Hoy salí a la calle pensando que sería un día de sol, pero el viento me agarró de sorpresa. Hace frío hasta para los pingüinos. Un abrigo nunca está de más en esta ciudad.",0,0,0,1
1985,"Mañana nublada en Santiago, pero dicen que se despeja en la tarde. Mejor andar con chaqueta, por si acaso nos sorprende el frío.",0,0,0,1
1986,El clima hoy está bipolar: partimos con lluvia y ahora sale un sol radiante. ¿Abrigo o polera? Esa es la cuestión.,0,0,0,1
1987,"Hoy amaneció nublado en Santiago, pero quién sabe, quizás el sol se anime a aparecer más ratito. Tiempo para un cafecito.",0,0,0,1
1988,"Santiago amaneció nublado, perfecto para una escapada al cerro. Aprovechemos antes de que el sol se despierte de nuevo.",0,0,0,1
1989,Hoy Santiago amaneció gris y con el típico frío primaveral que nos hace dudar si salir con abrigo o con polera. Mañana invernal en pleno octubre.,0,0,0,1
1990,"Hoy Santiago amaneció nublado y fresquito, ideal para sacar esa chaqueta del clóset y disfrutar de un paseo matutino sin sudar la gota gorda. Así se disfruta más el cafecito.",0,0,0,1
1991,Hoy el sol en la capital nos regala un día espléndido para disfrutar al aire libre. ¡Aprovechemos antes que el tiempo cambie otra vez!,0,0,0,1
1992,"Mañana fresca pero el sol dice presente, perfecto para caminar un rato. Ideal para abrigarse bien al salir, el otoño en Santiago es único.",0,0,0,1
1993,"Hoy Santiago amaneció con un frío que pela, pero dicen que a la tarde sale el sol. Paciencia y buen abrigo, no más.",0,0,0,1
1994,El clima de hoy está más frío que abrazo de suegra. Tocará sacar el abrigo una vez más porque este octubre no da tregua.,0,0,0,1
1995,"Hoy en Santiago, el cielo está gris y el frío se siente más que nunca. Perfecto para quedarse en casa con un buen café.",0,0,0,1
1996,"Mañana helada en Santiago, pero parece que el sol se encargará de alegrarnos durante el día. No olviden salir abrigados.",0,0,0,1
1997,"El cielo amaneció totalmente despejado, el sol está en su máximo esplendor, pero no se confíen, que la brisa sigue medio helada. Ideal para salir abrigadito.",0,0,0,1
1998,"Hoy el sol brilla con todo en Santiago, pero mejor andar con el polerón a mano que en la sombra refresca harto. Qué alguien le avise a la primavera que llegó tarde.",0,0,0,1
1999,"Hoy Santiago despertó con un cielo medio tímido, nubes tapando al sol, pero todavía se siente el frescor de una primavera que se abre paso. Ideal para un paseo cortito antes de que el clima decida cambiar de planes.",0,0,0,1
2000,"Hoy el día se despertó nublado, perfecto para un café cargado y algo de música chill. ¿Alguien más disfrutando del otoño así?",0,0,0,1
2001,"Parece que el invierno decidió volver hoy con estos días nublados y fríos, justo cuando empezábamos a disfrutar del sol. Váyanse abrigados, compas.",0,0,0,1
2002,Hoy Santiago se despierta bajo un sol brillante y más calor del que esperábamos. Perfecto para un paseo al aire libre o para encontrar sombra bajo un buen árbol.,0,0,0,1
2003,Hoy día se mandó una lluvia imparable en Santiago. La ciudad se viste de charcos y arcoíris mojados. A sacar los paraguas que no da tregua.,0,0,0,1
2004,"Hoy el clima anda medio bipolar: en la mañana puras nubes y frío, pero ahora el sol calienta con ganas. Así no hay quién se vista bien.",0,0,0,1
