ID,Tweet,Tweet_Padre,Violencia,Homofobia,Xenofobia,Incensurable,ID_Tweet_Padre
634,“De venir de la calle …a vivir de lujos gracias al Estado..a vivir la Vida Rosa ..BORIC LE MINTIÓ A TODO CHILE”  “Nadie renuncia a nada están apenados hasta recibir el último peso del Estado” SINVERGÜENZAS !!,SinTweetPadre,0,0,0,1,
635,"5:47 y ya está oscuro, ¿esa wea querian los invernistas?",SinTweetPadre,0,0,0,1,
636,"Uno se pregunta como negros qls pobres q vagan por las calles, con problemas mentales, sin nada q aportar llegaron a Chile desde una isla en el caribe",SinTweetPadre,0,0,1,0,
637,me enteré que slimming va a demandar a la frutilla por difundir pantallazos falsos y encuentro que se lo merece la weona latera esa ni ahí,SinTweetPadre,0,0,0,1,
638,Hoy me robaron el auto en Ñuñoa.    Fue a las 16:30 horas  La delincuencia en Chile está desbordada.,SinTweetPadre,0,0,0,1,
639,Ustedes creen que Matthei está peinando la muñeca?,SinTweetPadre,0,0,0,1,
640,Ya ok dos personas nos han colaborado y la verdad nos falta para comprar materiales porfa queremos salir hoy y dejar llorando a los zurdos  #TodosSomosCooper  apoyenos en la cuenta rut 15.517.873-6 Retwitea dale me gusta,SinTweetPadre,0,0,0,1,
641,Video completo donde el funcionario municipal  dispara a motociclista,SinTweetPadre,1,0,0,0,
642,"Estos enfermizos drogadictos por todo se molestan, con razón se la pasan lanzándose al me.....tro",SinTweetPadre,1,0,0,0,
643,"¿Por que ""pinchar"" las conversaciones de Hermosilla no fue ""ilegal"" pero ""pinchar"" las conversaciones de Josefina Huneeus y el Boric si?",SinTweetPadre,0,0,0,1,
644,Haitianos:  -Saturan el sistema de salud con enfermedades antes erradicadas -sin educacion -comen perros y gatos -se toman terrenos -se agarran a machetazos en las ferias -barrera del idioma  Y hay mas De hecho el odio a los Haitianos es puramente racista porque la mayoría no molesta en nada.,SinTweetPadre,0,0,1,0,
645,Calla v eneko ,SinTweetPadre,0,0,1,0,
646,"No es chileno, de hecho nisiquiera es una persona es un veneko",SinTweetPadre,0,0,1,0,
647,"Testigo 1: No si los chiquillos estaban haciendo piruetas, parando el tránsito, así bacán...tranquilos  ... Testigo 2: Estaban parando el tránsito y agredieron entre varios a Seguridad Ciudadana. PD: Ese de café hasta acá huele que es  venezolano",SinTweetPadre,1,0,1,0,
648,Tu weko y yo sano,SinTweetPadre,0,1,0,0,
649,"Pedro Pascal: ""Quiero que la gente esté segura y protegida. Soy migrante, mis padres huyeron de la dictadura en Chile y tuve el privilegio de crecer en Estados Unidos tras obtener asilo en Dinamarca. Siempre defiendo esas protecciones""  #Cannes2025",SinTweetPadre,0,0,0,1,
650,Como te va a gustar el weko de Norris,SinTweetPadre,0,1,0,0,
651,enzo culiao ya está saludando a un weko,SinTweetPadre,0,1,0,0,
652,Déjate de llorar  weko,SinTweetPadre,0,1,0,0,
653,Te paso por el pico  weko  bastardo y la conchetumare,SinTweetPadre,0,1,0,0,
654,"Pedro Pascal le advirtió a Joaquín Phoenix que estaba haciendo el gesto nazi, Phoenix le hizo caso y bajó su brazo.   Más razones para querer a Pedrito Pascal.",SinTweetPadre,0,0,0,1,
655,Si todos estos weones son wecos travesti comunista como el maricon de  burric,SinTweetPadre,0,1,0,0,
656,Preocúpate de buscar pega weon,SinTweetPadre,0,0,0,1,
657,"Jwlaaksjsksjdk  WEON  , MI MIEDO SIEMPRE SERÁ EL RONCAR MIENTRAS DUERMO CON ALGUIEN",SinTweetPadre,0,0,0,1,
658,"oh  weon  que buen personaje el Doom Slayer, no tendrá personalidad pero es mil veces mejor que Kratos",SinTweetPadre,0,0,0,1,
659,"Oh,  weón . Estuve con tremendo ataque de risa por una lesera tan sencilla. Los tkm amikos keme asen reir tanto.",SinTweetPadre,0,0,0,1,
660,weon como extraño a los twenty que experiencia más religiosa esa  wea  ojalá haberme muerto en el concierto,SinTweetPadre,0,0,0,1,
661,"Ooo weon yo soy tan chistosa, me cago de la risa yo sola y con mis propias  weas",SinTweetPadre,0,0,0,1,
662,esta ma helao q la  chucha,SinTweetPadre,0,0,0,1,
663,Antes sentia cierto orgullo en pagar la micro. Ahora me siento aweonao. Nadie paga esta wea,SinTweetPadre,0,0,0,1,
664,"Ya se les hizo costumbre a estos canutos culiaos venir a predicar sus delirios abajo de mi ventana los sábados, un like y les voy a  sacar   la   chucha",SinTweetPadre,1,0,0,0,
665,"Le saco  la   chucha  x mal agradecido y mañoso, y luego le vuelvo a  sacar   la   chucha  por no saber usar un tenedor. Un mandril come con más elegancia.",SinTweetPadre,1,0,0,0,
666,Igual te van a  sacar   la   chucha  en  la  calle zurdo de mierda,SinTweetPadre,1,0,0,0,
667,"TE IRÉ A  SACAR   LA   CHUCHA , SÉ DONDE VIVES!!",SinTweetPadre,1,0,0,0,
668,ctm  un twittero penquista junten luz,SinTweetPadre,0,0,0,1,
669,"Conchetumadre , esto supera todos los limites de lo que es tener la realidad alterada. ¿Quién financia esta bazofia?",SinTweetPadre,0,0,0,1,
670,Con Pedro no Gay y la  conchetumadre,SinTweetPadre,0,1,0,0,
671,Conchetumadre  wn cortaron la luz y me iba secar el pelo,SinTweetPadre,0,0,0,1,
672,"Y que te importa a voh peruano  Conchetumare , UTA que hace mal comer palomas , escombro culiao ",SinTweetPadre,0,0,1,0,
673,"Verdad que a los ingenieros ahora les pagan en efectivo JAJAJJAJJAJAJAJJJAJJJHHAHHHHA Anda a lavarte la raja traficante  conchetumare  hijo de la perra. Lo único que le haci es daño al país. Ojalá que caigay luego en cana o te hagan desaparecer, bacteria culiá.",SinTweetPadre,1,0,0,0,
674,que tengo que hacer pa que la impresora imprima  conchetumare  queri un ritual o queee que queri de mii,SinTweetPadre,0,0,0,1,
675,Balas hay k Ocupar...de esas k Matan...o Minaa Antipersonales....Asi se Acaba esto,#iquique  así siguen ingresando por colchane,1,0,1,0,X
676,Fuera de chile bastardass,#iquique  así siguen ingresando por colchane,0,0,1,0,X
677,Te apuesto que era un Veneko,#ContigoCHV  | Brutal golpiza a conserje de 70 años: Residente lo pateó en el suelo y quedó con graves secuelas en su ojo,0,0,1,0,X
678,elon musk  conchetumare  me tiene cualquier mala y me está llenando mi inicio de memes de anime te voy a sacar la  conchetumare  nazi culiao,SinTweetPadre,1,0,0,0,
679,Venecos culiaos el cáncer de cualquier país,Y los chilenos se cansaron de avisarnos.. Y me lo llora quien lo tenga que llorar,0,0,1,0,X
680,"Santiago de Chile   año 92 ningún negro tuberculoso caribeño ni nariz de enchufe, una ciudad limpia,ordenada y sólo con chilenos trabajadores. Si, éramos felices.",“Bien ganada la patada en la raja”: Guarello arremete contra fiscal del caso ProCultura,0,0,1,0,X
681,Este tipo es tremendo gay.. un hombre beta empeñado en wokismo! Una pena,"""Soy inmigrante. Mis padres son refugiados de Chile. Huimos de una dictadura y tuve el privilegio de crecer en Estados Unidos tras recibir asilo en Dinamarca. Defiendo esas protecciones, siempre"".  - Pedro Pascal en Cannes.  #Cannes2025",0,1,0,0,682
682,"""Soy inmigrante. Mis padres son refugiados de Chile. Huimos de una dictadura y tuve el privilegio de crecer en Estados Unidos tras recibir asilo en Dinamarca. Defiendo esas protecciones, siempre"".  - Pedro Pascal en Cannes.  #Cannes2025","Cuidado, quienes están detrás de los fuegos artificiales??? Habrá una importante infiltración de hinchas de otros equipos  desde hace tiempo. Esperando como lo hacen las cédulas extremistas. El Momento oportuno para actuar??? Y luego desaparecer hasta que se las necesite???",0,0,0,1,X
683,No estoy de acuerdo ! Uno se puede ir a su casa cuando termina su trabajo planificado ! Eso es eficiencia !,"""Tu no te puedes ir a tu casa antes de que se vaya tu jefe""  Así es la Derecha en Chile",0,0,0,1,X
684,"Justamente   ERA LINDA, LIMPIA, SEGURA HADTA Q LLEGO LA DELINCUENCIA Y SOBRE TODO PESTE EXTRANJERA",Chile era feliz aunque muchos no lo crean,0,0,1,0,X
685,Sáquenle la chucha !!,"Capturan a reconocido delincuente de Puerto Montt, el cual se dedicaba a extraer celulares a sus victimas e intimidarlas violentamente.",1,0,0,0,X
686,"No basta con Capturarlo, se deben Eliminar.","Capturan a reconocido delincuente de Puerto Montt, el cual se dedicaba a extraer celulares a sus victimas e intimidarlas violentamente.",1,0,0,0,X
687,Ambulantes botan aceite en la calle como si nada! Los extranjeros caribeños NO SON APORTE A  CHILE !  Y hoy comienzan a discutir si estas basuras votarán en  Chile,SinTweetPadre,0,0,1,0,
688,"Que asco por la cresta! Si los dejan votar, es solo porque los políticos están desconectados de la realidad nacional hace años. A quien se le ocurriría dejarles hacer algo con lo que destruyeron a su país? Fuera caribeños de mierda",Ambulantes botan aceite en la calle como si nada! Los extranjeros caribeños NO SON APORTE A CHILE!  Y hoy comienzan a discutir si estas basuras votarán en Chile,0,0,1,0,X
689,"Chile  es el único país en Latinoamérica que puede entrar sin visa a EEUU y a China, oficialmente país bisexual",SinTweetPadre,0,0,0,1,
690,weon  me teni qje estar wueando que perdi todo el fin de semana haciendo ese informe y cambiaron la fecha wnfmsmf podria haber estudiado para persona y familia todo el fin de semana me quiero morir fiera de wuebeo,SinTweetPadre,0,0,0,1,
691,era muy  weon  pero era MI  WEON,SinTweetPadre,0,0,0,1,
692,NO SAQUEN LAS ENTRADAS DE GREEN DAY AUN CTM NO TENGO NIUNO ME VOY A MATAR  WEON,SinTweetPadre,0,0,0,1,
693,De le izquierda hay varios candidatos pero para la SILLA ELÉCTRICA!,"Si fuera por la derecha, no habría ni ley de la silla!  La jornada laboral de  #40hrs  es una conquista de las y los trabajadores a organizados. A no retroceder ! La derecha te quiere esclavo: ""Tu no te puedes ir a tu casa antes que se vaya tu jefe (...) Si tu jefe se va tarde te tienes que quedar ” Magdalena Merbilhaa ( @merbi2 @merbi2 )",1,0,0,0,694
694,"Si fuera por la derecha, no habría ni ley de la silla!  La jornada laboral de  #40hrs  es una conquista de las y los trabajadores a organizados. A no retroceder ! La derecha te quiere esclavo: ""Tu no te puedes ir a tu casa antes que se vaya tu jefe (...) Si tu jefe se va tarde te tienes que quedar ” Magdalena Merbilhaa ( @merbi2 @merbi2 )",SinTweetPadre,0,0,0,1,
695,Dicen que ya agarraron al zorrón  ql  y le sacaron la xuxa a fierrazos  Ojala sea cierto,SinTweetPadre,1,0,0,0,
696,"De los lugares más extraordinarios que tiene  Chile  son Torres del Paine, lo conocí hace años cuando los venecos no pensaban salir en masa, su gente maravillosa porque no conocían al veneco violento y marginal, me quedo con esa imagen de los chilenos.",SinTweetPadre,0,0,1,0,
697,""" No te puedes ir antes que tu jefe "". O sea, uno tiene un horario pero no cuando está el jefe...¿ En serio ? Si llega a salir cualquiera de los candidatos de la ultraderecha, lo más probable es que van a querer derogar derechos laborales. Lo vienen diciendo así, solapadamente.",Respeto vuestra perseverancia y determinación pero ¿no se resolvería más rápido diciéndole a la IA «quiero hablar con el encargado»?,0,0,0,1,X
698,Maraco como los de la U mejor dicho,"Digan el nombre del zorrón de 34 años que le pegó al conserje anciano en Vitacura dejándolo internado, con la mandíbula fracturada y apunto de perder un ojo.  ¿Por qué lo protegen? ¿Por qué el matinal no dice el nombre del delincuente ese?   #contigo   #contigochv",0,1,0,0,X
699,"Victor, respeto mucho tu opinión, solo que no estoy de acuerdo.","Chile está bajo el síndrome de Estocolmo.  La derecha nos viene castigando 51 años y cuando tenemos la mejor arma para combatirlos, un lápiz azul  VOTAS POR ELLOS!!  Despierta Chile  NO VOTES POR LA DERECHA  NO VOTES POR LOS CASTIGADORES  LIBEREMOS CHILE!!  Comparte por favor",0,0,0,1,X
700,De Estocolmo o de maricolmo? Porque ahora todos los culiaos y culia son maricones,"Chile está bajo el síndrome de Estocolmo.  La derecha nos viene castigando 51 años y cuando tenemos la mejor arma para combatirlos, un lápiz azul  VOTAS POR ELLOS!!  Despierta Chile  NO VOTES POR LA DERECHA  NO VOTES POR LOS CASTIGADORES  LIBEREMOS CHILE!!  Comparte por favor",0,1,0,0,X
701,"espera ke? el único mal en chile son los de derecha? - y la izquierda que es?, quienes fueron corriendo a regalar el cobre que había sido nacionalizado? , quien metió la estafa de las concesiones con contratos y leyes a favor de las transnacionales?, el mal es izquierda y derecha","Chile está bajo el síndrome de Estocolmo.  La derecha nos viene castigando 51 años y cuando tenemos la mejor arma para combatirlos, un lápiz azul  VOTAS POR ELLOS!!  Despierta Chile  NO VOTES POR LA DERECHA  NO VOTES POR LOS CASTIGADORES  LIBEREMOS CHILE!!  Comparte por favor",0,0,0,1,X
702,"Callate aweonao libre viviamos hasta que llegaron al poder sacos de weas, elmputo piñera la chanchelet y este amariconado shupa pico del Borric","Chile está bajo el síndrome de Estocolmo.  La derecha nos viene castigando 51 años y cuando tenemos la mejor arma para combatirlos, un lápiz azul  VOTAS POR ELLOS!!  Despierta Chile  NO VOTES POR LA DERECHA  NO VOTES POR LOS CASTIGADORES  LIBEREMOS CHILE!!  Comparte por favor",0,1,0,0,X
703,"@elonmusk  deja de ser tan amanerao, wn colipato.",por las weas q me banearon 12 horas,0,1,0,0,X
704,Amanerao hueco y facho,"AAAH nooo no me gusta, o sea es re lindo el chico pero tiene noviO, pero nada más, nos hablamos varias veces pero como amigos OBVIO dea no aclares nada papota q oscureces",0,1,0,0,X
705,El culiao  Amanerao  amachate,SinTweetPadre,0,1,0,0,
706,Wuajajajajajajaja !  Metete   el   celular   en   la   raja   deja   de   llorar   como   amanerao !  Debieron   haberte   pegado   cuando   chico !,SinTweetPadre,1,1,0,0,
707,Sabes que el dia sera una mierda cuando un veneco  weko  se sienta al lado tuyo en la micro,SinTweetPadre,0,1,1,0,
708,CHILE  ES UN PAIS DE PURA. CORRUPCION. QUEN PARA ESTO. TODOS SE ARREGLAN. SON UNOS COCHINOS. DIPUTADOS. SENADORES. CONCEJALES. ALCALDES. SON UNOS LADRONES. NO SE PREOCUPAN DE ESTE PAIS DELINCUENTE. VENEZOLANOS COLOMBIANOS PERUANOS. FUERAAA,SinTweetPadre,0,0,1,0,
709,"Independiente del tema de seguridad (que es importante, pero una discusión más larga que  la   Xuxa ) voy a lo practico: es 85045 veces más rápido y cómodo  sacar  el celular que el carnet. Y al menos en  la  billetera de Google, puedes agregar de  la  cta rut pa adelante. Pago con carnet de identidad: ¿Cómo funciona la iniciativa que se implementó en 250 mil comercios de Chile?   https://adnradio.cl/2025/05/17/pago-con-su-carnet-de-identidad-como-funciona-la-iniciativa-que-se-implemento-en-250-mil-comercios-de-chile/… https:// o-con-su-carnet-de-identidad-como-funciona-la-iniciativa-que-se-implemento-en-250-mil-comercios-de-chile/ …",SinTweetPadre,0,0,0,1,
710,Es una bomba de tiempo esto señores! La confrontación entre nacionales y caribeños ya es una realidad en las calles.  https:// s/1923489067326480691/video/1 …,"Típico saco wea que se cree milicos y nunca ha echo el servicio, tirando mierda a unas escolares jajshajaj  cobardes qlos, conozco unos picao a nazi que hacen sus tokatas todos escondidos cagao de miedo, porque le iban a sacar la Xuxa por maricones jajaja",0,0,1,0,X
711,"La compañera Miriam Hernández dejó atrás el silencio, asegura q el estallido social ""era necesario y q se veía venir, la cosa no daba para +"".  Así es, el estallido involucró abusos, desigualdades, politiquería, precariedad.. y con el tiempo volverá a suceder pk todo sigue igual.",Y cuando vuelva a pasar las policías junto a los chilenos de bien les vamos a sacar la xuxa zurdo octubrista y la ctm que te parió,0,0,0,1,712
712,Y cuando vuelva a pasar las policías junto a los chilenos de bien les vamos a sacar la xuxa zurdo octubrista y la ctm que te parió,Es una bomba de tiempo esto señores! La confrontación entre nacionales y caribeños ya es una realidad en las calles.  https:// s/1923489067326480691/video/1 …,1,0,0,0,710
713,estoy ma enojao q  la  ctm venekos de mierda led voy a  sacar   la   xuxa  a todos,SinTweetPadre,1,0,1,0,
714,"Sabe? Se puede dar. Puede que de repente nos saquen  la   Xuxa  y nos hagan 6. Obvio que se puede dar.  Pero lo que no se puede dar, es entrar entregado a  la  cancha. Sin ganas de jugar ni  sacar  esto adelante.  Si no quieren jugar, diganlo!! Pero no jueguen más con el hincha.",SinTweetPadre,0,0,0,1,
715,"Bueno,  como no soy chileno, porque soy CHILENA y me Cargan las venezolanas y venezolanos...yo puedo decir con toda propiedad...""VÁYANSE DE  CHILE  VENEZOLANOS MAL VENIDOS"" ",SinTweetPadre,0,0,1,0,
716,"Onda, vender arepas en estación central no es una gran contribución al país ","#EquipoReparado    | La escalera #4 en la estación Central de Autobuses de la  #Línea3  de  #MiTren  ya se encuentra habilitada para su uso.  Gracias por tu paciencia. Recuerda que estos equipos de accesibilidad son de uso preferencial, agradecemos tu comprensión.",0,0,1,0,X
717,Delirio venezolano: creen que sostienen Chile! Son solo una plaga de malvivientes y delincuentes ¿Cuánto aporta a Chile el inmigrante venezolano en comparación a la población local?  Tasa de Ocupación:  : 79%  : 54%  Ingreso Promedio:  : $958  : $650  Aporte-beneficio fiscal:  : aportan 1.62 pesos por cada peso gastado en servicios públicos  : aportan sólo 1.012 pesos,"Onda, vender arepas en estación central no es una gran contribución al país",0,0,1,0,X
718,¿Me estás hueveando?  La prensa de derecha nos tuvo 4 años haciendo mierda a Irací Hassler porque era su responsabilidad poner orden en el barrio Meiggs y ahora todos nos dicen que es responsabilidad del estado central.   #ContigoCHV   #muchogustoMG   #tudia13   #BuenosDíasTVN,¿Me estás hueveando?  La prensa de derecha nos tuvo 4 años haciendo mierda a Irací Hassler porque era su responsabilidad poner orden en el barrio Meiggs y ahora todos nos dicen que es responsabilidad del estado central.   #ContigoCHV   #muchogustoMG   #tudia13   #BuenosDíasTVN,0,0,0,1,718
719,"Frases que se pudieron haber dicho en las salitreras a inicios del siglo XX: ""Tu no te puedes ir a tu casa antes de que se vaya tu jefe""  Así es la Derecha en Chile","Yo creo que esta gente ""juega"" a trabajar; si trabajaran de verdad, no hablarían tonteras. De la u pasan directo a un puesto directivo, donde todos les soban el lomo.",0,0,0,1,X
720,Y la gente wna vota le cree y obedece. Ojalá gane la derecha ctm y a los fachos pobres lo hagan rekgar pa que aprendan,"Frases que se pudieron haber dicho en las salitreras a inicios del siglo XX: ""Tu no te puedes ir a tu casa antes de que se vaya tu jefe""  Así es la Derecha en Chile",1,0,0,0,719
721,Los jóvenes quieren que kast elimine a los venecos yo votaría por cualquier mierda que expulse a los venecos la educación el trabajo da lo mismo si el país klo en 4 años no se arregla así que con tal que en esos 4 años expulsen venecos tiene mi voto ,"LA EDUCACIÓN ESTÁ MUY MAL , ALGUNOS ESTUDIANTES DICEN QUE VOTARÁN KAST , Y KAST LES QUIERE QUITAR LA GRATUIDAD , SON WEONES O SON WEONES . CHILITO LINDO .",0,0,1,0,X
722,Hay que sacarle los ojos a ese CTM apuesto que está escondido ese hijo de puta,Sujeto propina brutal golpiza a conserje de 70 años en Vitacura: víctima podría perder un ojo,1,0,0,0,X
723,"A lo más va a pagar una multa, porque tiene plata. Los ricos no van a la cárcel",Sujeto propina brutal golpiza a conserje de 70 años en Vitacura: víctima podría perder un ojo,0,0,0,1,X
724,O salvamos Chile o estos nos llevan derechito a Venezuela de la mano del Tren de Aragua.,SinTweetPadre,0,0,1,0,
725,El  @canserbero73  ES HUEQUEREQUE EL QL ! SE LE QUEMA EL ARROZ IGUAL QUE A SU JEFE...,Alguien sabe quien es el tipo que está detrás de Claudio Orrego? Parece que lo he visto en otra película,0,1,0,0,X
726,Ese experto es un viejo ql weco resentido nada más ,SinTweetPadre,0,1,0,0,
727,ya .. ahora me burlo porque eres entero weco .. y se nota que te gusto .. cola ql,No contento con los muertos ahora te burlas de los huérfanos.  Es más grave de lo que pensé.,0,1,0,0,X
728,Weco ql y TONTO,"Hace algunas horas, mientras visitábamos Chiguayante, nos enteramos del trágico accidente que le costó la vida a tres personas, entre ellas la compañera socialista Anita Hernández, presidenta de la Unión Comunal del Adulto Mayor de Concepción.   Nuestro abrazo fraterno y sentido, nuestro cariño para sus familias y seres queridos.",0,1,0,0,X
729,El gusto de las colas zurdas defender ladrones y corruptos!!! Payaso weco ql!!,"CIPER revela que:  - Fiscalía erró y basó su premisa (financiamiento irregular) sobre dineros apartados por privados a ProCultura, no públicos. - Los documentos impagos son de 2023, 2 años post campaña de Boric. - No hay prueba alguna que sostenga hoy lo que se imputa.",0,1,0,0,X
730,"Anda a pedir que te culeen por el hoyo, weco ql.",dios me salve de andar pendiente si un modelo que posiblemente ni sea chileno haga con la mano   o   XD,0,1,0,0,X
731,"Eso es lo que estay defendiendo weco ql  nisiquiera sabes que wea estás defendiendo … si pasas más de 5 minutos frente al espejo y eres hombre hay una wea que no es normal en ti , eres maraco … declaré esa wea y te movieron la rama weco ql y ahí estay, ladrando y proyectando","Hahahahha muero de risa con esta gente. En chile nunca ha habido gente incivilizada y marginal, según ellos llegaron con la inmigración. Tremendo complejo tienen estos indios mapuches que se creen de primer mundo y europeos   solo queda reirse",0,1,0,0,X
732,Mentiroso ql comunistas lacras. Tienen que caer estos hijos de puta,"Sip, así es.    Y? Si fuéramos seguidores del feminismo de cartón que muestran, fuéramos sumisos como quieren que seamos, seríamos totalmente como ustedes.  O sea, aweonados manejados por un grupo de delincuentes con plata   o sea, comunista.    Pelao culiao, y canal de mierda.",1,0,0,0,X
733,"Ciega ql si te gusta vivir con el pico metió, son todos unos ladrones y más encima avalan la delincuencia comunistas ql deberían haberlos desaparecido a todos",Entre 22 y 23 años y vocalista de banda: Quién es el sujeto que profanó tumbas en el Cementerio General,1,0,0,0,X
734,Esta wueona no tiene un mínimo de vergüenza y dignidad te pillaron y punto corrupta de mierda  @KarolCariola  hace falta el TATA PARA HACER DESAPARECER A TODOS ESTOS QL COMUNISTAS.. VUELVE!!! VIDEO. Diputada Karol Cariola acude a la CIDH tras allanamiento: “Mi hijo y yo fuimos víctimas de violación de nuestros derechos”   https://adnradio.cl/2025/03/08/diputada-karol-cariola-acude-a-la-cidh-tras-allanamiento-mi-hijo-y-yo-fuimos-victimas-de-violacion-de-nuestros-derechos/… https:// utada-karol-cariola-acude-a-la-cidh-tras-allanamiento-mi-hijo-y-yo-fuimos-victimas-de-violacion-de-nuestros-derechos/ …,"Palabra son palabra, condena hechos con informacion...",1,0,0,0,X
735,Los comunistas ql como tú deben desaparecer,Esta wueona no tiene un mínimo de vergüenza y dignidad te pillaron y punto corrupta de mierda  @KarolCariola  hace falta el TATA PARA HACER DESAPARECER A TODOS ESTOS QL COMUNISTAS.. VUELVE!!! VIDEO. Diputada Karol Cariola acude a la CIDH tras allanamiento: “Mi hijo y yo fuimos víctimas de violación de nuestros derechos”   https://adnradio.cl/2025/03/08/diputada-karol-cariola-acude-a-la-cidh-tras-allanamiento-mi-hijo-y-yo-fuimos-victimas-de-violacion-de-nuestros-derechos/… https:// utada-karol-cariola-acude-a-la-cidh-tras-allanamiento-mi-hijo-y-yo-fuimos-victimas-de-violacion-de-nuestros-derechos/ …,1,0,0,0,734
736,"Ya es webeo, debemos formar patrullas civiles armadas para eliminar a toda esta plaga ql. Los pacos están brazos caidos por culpa de la ciudadania que los atacaron durante el estallido delictual. Debemos tomar la justicia por nuestra cuenta, la justicia chilena está envenenada.",Que bueno que se murió el facho culiao del fútbol chileno MOMENTO BULLALBO,1,0,0,0,X
737,Llora zorra ql te comiste 12 goles en menos de una semana zorra ql Jsjsjsjs lloraron cuma como tu afición no alumbri tanto que atropellan los Pacos 2 vidas que mas 3 puntos decía los zorrita ojalá se muera como como vo y tu familia ctm puro cumas de colina,#GRAVISIMO  Delincuencia total en Viña del Mar: Más de 150 locales del centro de la ciudad jardín han cerrado debido a ola de robos y el descontrolado comercio ambulante.,1,0,0,0,X
738,esa cuica ql riéndose de q recién se compró el tag a pesar de tener su auto q rato y ya había pagado como 5 partes de 40 lucas por esa wea ctmmmm q rabia odio los cuicos le quiero pegar,Era piola el compadre..,1,0,0,0,X
739,"Que hagan algo esos parásitos de los mílicos tambn , hay que intervenir todo pueblo y ciudad de chile. Chile para los chilenos, no negros kls ni caribeños ctm",#fake,0,0,1,0,X
740,"Tomaste leche paterna, aweonao ctm, seguramente te la pusieron los milicos, esa wea te gusta weko ctm","Alcalde de Cerrillos y problemas por expansión de la toma Nuevo Amanecer: ""He solicitado la presencia de apoyo de militares""",0,1,0,0,X
741,"Yaaa, pero a unos pendejos nomas, te creo que salgan a masacrar venecos y sus cabezas estén expuestas afuera de la moneda mínimo. Pura boca, se juran boinas negras pero mariconean como cualquier qlo arbolito tira piedra de izquierda. Chumasquenla qls picaos a milicos.",Racista ctm...seguro le xupai el fucil a los milicos y te hací kk con kkkast,1,0,1,0,X
742,La inmigracion ha destruido a Chile para siempre,"VIOLENTO ATAQUE EN IQUIQUE | HOMBRE TERMINA CON LA MANDÍBULA DISLOCADA TRAS SER EMPUJADO A LA VÍA   Un hecho de extrema violencia se registró en la intersección de Diego Portales con Héroes de la Concepción, cerca de Luis Emilio Recabarren (ex avenida Aeropuerto), en Iquique. En el video difundido por redes sociales, se observa cómo un hombre, aparentemente desprevenido, fue empujado por la espalda por un sujeto desconocido, cayendo de forma violenta junto a la calzada.    En el video se aprecia que la víctima se golpea fuertemente el rostro al caer, y según testigos, se habría dislocado la mandíbula producto del impacto.    “Ese tipo siempre anda en ese sector golpeando a todo el mundo”, comentaron vecinos del sector.    “Es un psiquiátrico suelto, vive en la calle por este sector y es un riesgo, siempre es igual de agresivo”, denunció otro ciudadano.   El hecho vuelve a encender las alarmas sobre el nivel de inseguridad que afecta a la región de Tarapacá.    Noticia en desarrollo.   #InseguridadIquique   #Iquique   #Tarapacá   #AltoHospicio   #ViolenciaUrbana",0,0,1,0,X
743,En esta te banco facho ql jaja flaites ql deben desaparecer de la tierra son la mierda del país,"En 1988 la izquierda agredía y funaba a los adherentes del SI TVN mostró un caso de estos en el una turba del NO, atacó a un joven y golpeo a sus padres adultos mayores, solo por tener una bandera del SI colgada en su casa. ¿Sabias esto?  América Karen  #LaFlorida  Orsini Brazil",1,0,0,0,X
744,Es marica total y lo venden de macho que fuerte. Otra marica no asumida y en esto tiempo y igual el pariente (El chicho) debe estar revolcándose en su tumba si era anti Maraco.,En vez de dedicarse a jugar terminó sacándose  fotos con puros colipatos culiaos.,0,1,0,0,X
745,Drogadicto maraco y de izquierda jajajaja la combinación 10 de 10   Ese maraco Debe pagar OJO por OJO !!!!!!,Es esta la Pedrina Pascal?????  La Gladiadoraaaa….La Mandalorianaaaaa….Se nos desatoooo,0,1,0,0,X
746,Ultra maraco el Pascal    Los Pascal Balmaceda se extinguieron en esta generación  THIS DIVA!  ‍,"No podí pegarle a un pobre viejo, zorrón conchetumare enfermo culiao, te ganaste las monedas con el veterano.  #contigoenlamañana   #contigochv",0,1,0,0,X
747,Los maracos se visten así un hombre de verdad no hace el ridiculo vistiendo así como el maraco de la fotografía,SinTweetPadre,0,1,0,0,
748,"1)  El próximo gobierno de Derecha tiene que sacar a los militares y civiles armados que los apoyen y comenzar a pitearse a los orcos zurdos cuando estos malditos comiencen a destruir el país,porque es seguro que saldrán a los pocos días o semanas cuando el gobierno de Derecha ",Caímos bajo.,1,0,0,0,X
749,Excelente.. hay que pitearse los Venecos,"3) El próximo gobierno no debe ser cobarde como el gobierno de Piñera,porque por su cobardía,llegó el Guataca al Poder. El próximo gobierno tiene que mandar a la mierda a la ONU,al INDH,a los fiscales zurdeques corruptos y a los sesgados Derechos Humanos.",1,0,1,0,X
750,Pidan perdón a Japón por pitearse los cerezos del Parque Salvador en los 40 por hacerse los enemigos del Eje   y de paso pidan nuevos,"#APInforma   #URGENTE  GRUPO de al menos 70 motociclistas hostiga y ataca a funcionario municipal en Av Ossa y Larrain en La Reina, región Metropolitana, funcionario sacó su arma y disparo a 3 personas, resultando una de ellas fallecida.",0,0,0,1,X
751,Matar a un libertario es deber cívico...,"Asqueroso es tu mierda de presidente, cuánto te pagan por defenderlo CTM",1,0,0,0,X
